,content,type_text
18540,СБДүүргийн 5-р хороо 26-р байранд сан техник хийж байгаа хүмүүс подволд тамхи татаад байх юм. Шаардлага тавихаар та нарт хамаагүй юмыг чинь хийж өгч байгаа нь их юм гээд байна.Шинэ тулга гэдэг сан техникийн сервис.,Гомдол
18547,ХУДүүргийн 9-р хорооны Бурхантын Газар аваад 6 жил болсон. Тэгсэн манай хүүхдийн газрыг танихгүй хүний нэр дээр гэрчилгээ гаргасан байна. Арай хэтэрсэн асуудал болж байна. Яаралтай шийдэж өгнө үү. Манай хүүхдийг Гантулга гэдэг. //Хариу өгсөн иргэн хангалттай хариу өгөөгүй гэсэн тул дахин энэ асуудлыг иргэнтэй холбогдож шийдэж өгнө үү. //,Гомдол
18555,"тэнүүн огоо компагий 4822 уну улсын дугаартай автобус огцом хөдөлж, тоормослон хүн бууж сууж байхад хөдөлж байна. буудлын карманд бүрэн орохгүй бүдүүлэг явж байна.",Гомдол
18556,"Нийслэлийн Засаг Даргын Тамгын Газрын Хуулийн хэлтэст Монгол Улсын харъяат болох асуудлаар 2012 оны 12 сард С.Сергей, С.Марина гэдэг нэрстэй материал өгсөн. Одоог хүртэл хариу байхгүй байна.",Гомдол
18587,Сант сургуулийн хажуу талын хашаа шүү.,Гомдол
18588,"СБД Сант сургуулийн хажуу талын байр хашаа хатгаж барьсанаас болоод Сант сургуулийн хүүхдүүдийг буулгах, авч явах эцэг эхчүүдэд туйлын хүндрэлтэй байдалтай байна. Энэ хашаа зайлуулаад өгөөч.",Гомдол
18604,2008 онд газрын цагаан гэрчилгээ гараад 8-р хорооны байцаагч Батцэнгэл гэж хүнээс асуухаар ярихгүй байх юм.Ногоон гэрчилгээгээ авах гэтэл гарахгүй байх юм.Захирамжаа аваад ир гээд байх юм.Энэ ямар учиртай захирамж юм бэ?,Гомдол
18617,БЗДүүргийн 4-р хорооны 111-р байрны 18тоот дэнж найрамдал өргөө орон сууцны контоор манай байрны мөнгийг өгөөгүй гээд тог тасалсан. Манайх тогны мөнгөө төлсөн байсан. Тогоо залгуулах гээд дуудсан 1000 төгрөг нэхэж байна. Зүв зүгээр байж байгаад тогоо тасдуулаад ирж залгаж өгөх болохоор 1000 төгрөг нэхээд байх юм. Мөн байцаагч нар нь үнэхээр харицаа муутай. Уранчимэг Батхишиг гэдэг хүмүүст гомдолтой байна.,Гомдол
18631,СБДүүргийн 4-р хорооны 20-р байранд борадвэй пиццаны газар агааржуулагч ажиллаад 2 давхарын шал нь чичрээд зүрх муутай хүмүүсийн зүрх савлаад хэцүү байна. Шаардлага тавихаар уурлаад байх юм. 1984 утас утсаа авахгүй юм. Үнэхээр хэцүү юм. Улаанбаатар их дэлгүүрийн зүүн талын байр шуудангийн 44-р салбартай байр,Гомдол
18633,"Ахуйн шавж устгалын халвдаргүйжилтийг Мөнх Гандир ХХК Хурдын байрны СӨХ-тэй гэрээ хйисэн гээд айлуудад хор цацсан болоод нэг айлаас 16,0 төгрөг аваад байх юм. Энэ байранд 4000 гаруй айл байдаг. Энэ хор нь ямар ч ач холбогдолгүй хор. Энэ компанийн утас: 99126210 88026210",Гомдол
18637,ХУДүүргийн эко 17-р байрны подволд авто засварын газар ажиллаад байна. Хажууд байдаг айлын хөгшин угаартаад эмнэлэгт хүргэгдэж байна. Байранд авто засвар ажиллаад байгаа болохоор хэцүү байна. Мөн хөшөөтэй буудлын хажууд ТҮЦ тавиад байх юм. Хороо дүүрэгт хэлээд нэмэр алга.,Гомдол
18646,"GOMDOL.Tamhinii huulitai bolood 2sariin nuur uzej bn.Ene huuliig garsand ih bayrlaj bsan.gehdee uneheer shudarga bus sanagdaj bn.bi hotiin tuvd jijig delguur ajilluulaad 7jil bolj bn.1 l udur surguulitai oir geed zarah erhgui bolgoh ym.Enuugeer chin olon olon hun amidralaa awch ywdii shdee. Unengee helie zarj bga nuutsaar,zarahgui bsan ch Nomind eswel zahiin horoolol orood avch l taarna.Surguulia dunguj tugssun tsagdaa hurtel irj daramtlah ym. Uuriinhuu tulu uur huuhdiinhee tuluu amidrah gej hunii gar harahgui ywj bga biden shig emegteichuudiig yagaad huuli zorchson gemt heregten bolgood bgaan bee...Ymar hetsuu horvoo be ene chin odoo haana amidraad bgaan beee.....yagaad uuniig shiidej bolohgui bgaan bee...Nasand hureegui hund bolon shirhegeer zarahgui baij bolno shuudee..Eswel surguulitai oir gej bga bol tsagiin huwaari gargaad ugch bolno bizdee tamineee..Zuragtiin nevruulgeer arhi pivo surtalchilaa l shuud nevtruuleg geed dundaa pivo tawiad suuj bga humuusiig yu geh we.....Ehleed arhitaigaa temtseecheee...Helj boloh buh alban tushaaltand damjuulj uguurei...",Гомдол
18650,2013 оны 4 сарын 30-ны орой 6 цаг 10 минутын үед БЗД-н 8-р хороонд байрлалтай  21-р сургуулийн 2-р ээлжинд сурдаг манай хүү хичээлээ тарж яваад 20-25 насны 2 залууд хутга тулгуулан дээрэмдүүлсэн байна. Уг 2 залуу хүүг маань Сэлбэ голын гүүрэн дор оруулж өмсөж явсан пүүзний үдээсээр  2 гарыг нь ард нь  гүүрний баганаас барьж хүлэн орхижээ. Өөрөө оролдож байж гарын хүлээсээ мултлан замд явж байсан хүнээс тусламж гуйн эгчийгээ дуудаж улмаар цагдаагийн 102 утсанд 95126339 дугаараас  6 цаг 52 минутад дуудлага өгч мөн замдаа тааралдсан хөдөлгөөнт эргүүлийн машинтай цагдаагийн ажилтанд мэдэгдсэн боловч шуурхай арга хэжээ аваагүйд маш их гомдолтой байна.   Насанд хүрээгүй хүүхэд бусдад хутга тулгуулан дээрэмдүүлж гүүрний дор хүлүүлж сэтгэл санааны хүнд цохилтонд орох нь мэдээжийн асуудал. Сургуулийнхаа хойно байрлах 8-р хорооны цагдаагийн хэсэгт очиход эзэнгүй байсан байх юм.Ийм үйлдлийг цаг алдалгүй цагдаагийн байгууллагад мэдэгдээд байхад арга хэмжээ аваагүйд гайхаж байна.  Нийслэлийн цагдаагийн ажилтнууд,Гомдол
18653,-Хан-Уул дүүргийн үйлчилгээний тэнд байрлах караоке шөнийн цагаар ажиллаад иргэдийн тав тухыг алдагдуулаад байна.Яг энэ хавьд 3 караоке байдаг.Энэ газруудыг шалгаж өгнө үү. -БГД-ийн вокзалийн урд талд Магнут капитал комплекс компани явган хүний зам хаагаад хашаа хатгаад явган хүмүүс нь замаар явж байна.Энэ компани зөвшөөрөлгүй барьсан хашааг буулгаж өгнө үү.,Гомдол
18656,БГД-ийн эрүүл мэндийн 7-р төв дээр цаг авах гээд залгаад утсаа авахгүй хүнд суртал гаргаад байх юм.Цахим хэлбэрт шилжсэн учир заавал утсаар цагаа авч байж үзүүлдэг иймэрхүү асуудал олон удаа давтагдаж байна.361302 гэсэн утсаар цаг авч үзүүлдэг.,Гомдол
18658,БЗДүүргийн газрын албаны даргат өргөдлөө өгөх гэж очоод зодууллаа. Өргөдөл авахгүй гар гаад түлхсэн би ойчоод тэр хүн намайг хөшгөллөө. Цагдаа дуудсан намайг байцаагаад байх юм. Гантулга гэдэг ахлах дэслэгч байна. БЗДүүргийн Цагдаагийн Орлогч дарга дээр бас тоогоогүй. Энэ асуудлыг шийдэж өгнө үү.,Гомдол
18660,"ХУДүүргийн 10-р хорооны байрны буудал гээд хойшоо нисэх рүү эргэдэг газар нэг зоогийн газар буудлын ТҮЦ-г хашаад машин төлбөртэй зогсоодог болсон. Автобус буудал дээр зогсож болохгүй, орой үдэш гүйж байгаад мөргөж унах гээд. Хашаа хатгаад төлбөртэй зогсоол хийж болдог юм уу? Урд шөнөжингөө шон хатгачихлаа. Хорооны засаг дарга газрын албанд хэлэхэээр жижүүрт хэлэе гэх юм. Жижүүрт хэлээд яахав дээ. Энэ асуудлыг яаралтай шийдэж өгнө үү.",Гомдол
18665,4-р сарын 30-нд 4 цаг 30 минутын үед Тэнгэрийн мэлмий хамгаалалтын газрын хэсэг залуучууд хүүхдийн садан дотор хоорондоо зодолдоод хутга шөвөг гаргацан үүнийг нь хүүхдүүд шаваад тойрч зогсоод бичлэг хийж байсан.Хүүхдүүдэд буруу үлгэр дууриалал болох вий гэт хэрэг гарах вий гэж бодоод 102-луу дуудлага өгтөл 10 минут орчим хүлээгээд ирээгүй. Цагдаа газар дээр нь ирээд шалгах ёстой байж хэзээ хойно асуудал дууссаны дараа ирчээд мэдээлэл өгсөн хүнлүү залгаад юу ч алга дууссан юм бол хэлэхгүй яасан юм гэх байдлаар хандаж мэдээлэл өгсөн хүнийг загнаж зандрах асуудал гарах юм.Гэмт хэргийг иргэд газар дээр нь мэдэгд гэж зурагт олон нийтийн хэрэгслээр гарсны дагуу мэдээлэл өгөхөөр ийм асуудал гарч байна.Энэ тал дээр цаашид анхаарах хэрэгтэй байна.Тэмүүжин сайд хичнээн хууль дүрэм гаргаад тэр нь амьдрал дээр ийм байдалтай байна.,Гомдол
18676,Хүнсний талон нь хүрэх ёстой хүндээ хүрэхгүй боломжын амьдралтай хүнд олгогдоод байх юм.Ганц бие өрх толгойлсон амьдралын боломжгүй хүмүүст хүнсний талон олгогдохгүй энэ хүмүүсийнхээ амьдралыг дэмжихгүй юмаа.,Гомдол
18685,Өмнөговь аймгийн эрчим хүч тогоо гэнэт гэнэт таслаад байх юм.Энэ иргэдэд их чирэгдэл ихтэй байна.Дулааны утас гээд дугаар өгдөг 70533029 энэ дугаараар нь залгахаар загнаад байдаг.Эрчим хүчний асуудлыг яаралтай шийдвэрлэх хэрэгтэй байна.Урин дулаан болж байна тог таслахаар хөргөгчинд байгаа хүнсний бүтээгдэхүүн муудаад байна.,Гомдол
18695,СХДүүргийн 3-р хороо газрын албаны Пүрэвсүрэн гэдэг байцаагч маш их газар зарсан. Миний газрыг өөр айлд өгсөн. Энэ асуудлыг тодруулж шийдэж өгнө үү.,Гомдол
18697,Гэмтэл согог судлалын үндэсний төвийн зарим эмч нар ажлаа хийх хугацаандаа давхар сураад ажлаа цалгардуулаад зарим эмч нартаа ачаалал өгөөд хүндрэл учруулаад байх юм.Ийм асуудал байж болдог юм уу?,Гомдол
18699,Өмнөговь аймгийн Даланзадгад сумын тог цахилгаан байнга тасраад хүндрэлтэй байна.Арга хэмжээ авч өгнө үү.,Гомдол
18708,"Номин дэлгүүрээр үйлчлүүлэхэд 5 төгрөгийн дэвсгэртээр хариулт өгдөг. Дараа нь тэр 5 төгрөгийг авдаг газар байхгүй юм. 5 төгрөгийн дэвсгэрт хүчинтэй хэвээрээ гэж би ойлгож байгаа. Хүчинтэй хэвээр байгаа бол нийтэд сурталчилж, ойлгуулж өгөхийг хүсэж байна. Хэрэв хүчингүй болчихсон бол гүйлгээнээс хасах хэрэгтэй шүү дээ.",Гомдол
18712,ХУДүүргийн 10-р хорооны нисэхийн 62-р байрны цонхон доор барилга бариад байх юм. Өчигдөр надаас орж ирээд гуйж байна. Та зөвшөөрчих гээд тэгээд байна. Энэ барилгыг нураалгамаар байна. Хоёр настай хөгшин байдаг болохоор хэцүү байна. Тайван ч байж болохгүй. Цонхон доор барилга барина гэдэг чинь хэцүү юм байна.,Гомдол
18714,Баянхонгор аймагт зуурмагийн үйлдвэр байгуулана гээд манай газрыг дээрэмдээд байна. Би өөрөө хөгжлийн бэрхшээлтэй тэтгэвэрийн зээл аваад бетон хийдэг. Аймгийн засаг даргат хэлсэн чинь Санжмятав сайдын захирамжаар үйл ажиллагаа явуулж байна гээд хүлээж авахгүй  миний өөдөөс салаавч өгч байна. Төрийн албан хаагч ийм байж болох уу?  Би төрөөс гуйгаагүй тэтгэвэрээрээ амьдарч байна. Үнэхээр гомдолтой байна.,Гомдол
18728,СХДүүргийн хөдөлмөрийн хэлтэсийн Сүнжидмаа гэдэг хүнээс ажил мэргэжилгүй хүмүүсийг сургалтанд сургана гээд энэ сургалтанд хамрагдах гэсэн энэ хүн танай хүүхэд оюутан тийм болохоор сургаж чадахгүй гэж байна. Би юу гэж худлаа хэлээд хүмүүст хүндрэл учруулахав дээ. Нотлох баримттай намайг гүтгэ гэсэн чинь ажил хийлгэхгүй байна гээд цагдаа дуудлаа. Төрийн албан хаагч давуу эрхээ эдлээд ингэж болдог юм уу? Хорооны засаг дарга нь хүртэл тодорхойлолт өгөөд явуулж байхад энэ хүн үгүй гээд байх юм.,Гомдол
18758,"доорх гомдолыг Нийслэлийн Засаг даргын Тамгын газар-н Зохион байгуулагч 1 Байгальмаа: Уучлаарай та энэ асуудлаар ШӨХТГ-т хандана уу  гэхийн.   ""ЦагаанХуаран Консалтинг барилгын компани-д БЗД-т баригдах ЦагаанХуаран нэртэй орон сууцны захиалга өгөхөөр гэрээ хийх гэсэн боловч гэрээнд зөвхөн нэг талыг барьсан байлаа. Жнь: хэрэв захиалагч гэрээг цуцлахаар бол төлбөрийнхөө 20%-ийг торгууль гэж компанид олгох, Улс тухайн барилгыг хүлээж авахгүй бол компани захиалагчид нийт төлсөн төлбөрийг нь буцааж олгох гэсэн заалт тодорхой байхгүй тодорхой бус гэх мэт асуудалтай заалтууд байна. Уг компаний борлуултын менежертэй ярилцаж гэрээнд уян хатан байж өөрчлөлт оруулахыг хүссэн боловч хүлээн авсангүй, харин ч та өөр компанид хандаж орон сууц захиалж болно шүү дээ гэсэн тайлбар өгч байлаа. Барилгын компани болгон энэ мэтчилэн хандаад байвал хэрэглэгчийн сэтгэл ханамж, баталгааг хэн хангаж өгөх болж байна аа. Энэ асуудалд зүгээр хариулах хангалтгүй шүү. Яг одоо шийдэх болон цаашид хэрэгжүүлэх ажил хэрэгийг л би хүсэж байна. """,Гомдол
18761,"Нийслэлийн ҮЙЛДВЭРЧНИЙ ЭВЛЭЛИЙН ХОЛБООНЫ ДАРГА Х.Амгаланбаатар танаа Монголын эрүүл мэндийн ажилтны үйлдвэрчний эвлэлүүдийн холбоонд мэдэгдэл гаргах нь: Манай ажилчид бүгд үйлдвэрчний эвлэлийн гишүүн.Үүрийнхээ зорилго, үйл ажиллагааны талаар ҮЭ-ийн нийт гишүүддээ мэдээлэл түгээх, тэдний санаа бодлыг сонсож, эрх ашгийг нь хамгаалж, цаг алдалгүй шуурхай шинэ мэдээлэл өгч, ҮЭ-ийн сонгуультнуудын ажилд тусган ажиллах нь бидний цаашдын хөгжил, дэвшилд ихээхэн тустай билээ. Манай сувилал явуулж буй зорилго, үйл ажиллагааныхаа чанар, үр өгөөжийг дээшлүүлж, хүрээг нь өргөжүүлэн, гишүүдийнхээ хөдөлмөрлөх эрх, нийгэм эдийн засгийн өнөөгийн байдлыг судалж үйл ажиллагааныхаа арга барилыг байнга шинэчлэх замаар цалин хөлсийг нь нэмэгдүүлж, нэмэгдэл урамшууллыг боловсронгуй болгох, хөдөлмөрийн нөхцлийг стандарт шаардлагын түвшинд хүргэх, ажлын цаг, хөдөлмөр эрхлэлтийн тогтвортой байдлыг хангах, баталгаажуулахын төлөө өндөр зорилго тавин, зориг эрмэлзэл дүүрэн ажиллах ёстой билээ. Энэ зорилгод хүрэхийн тулд эмч, эмнэлгийн мэргэжилтэн, ажиллагсад бүгд дуу хоолойгоо нэгтгэн нэгэн баг болж зүтгэх шаардлагатай. Нэг баг болж, нэг зорилгод зүтгэхийн тулд мэдээллийг бүрэн түгээж, нэг ойлголттой байх нь чухал билээ. Бидний өмнө тулгамдаж буй олон асуудлуудыг эв нэгдэл, хамтын хүчээр даван туулахын тулд, байгууллагын үйлдвэрчний эвлэлийн гишүүн бүрийн санал санаачлага, идэвхтэй оролцоо ус, агаар шиг хэрэгтэй байтал үүрийн дарга маань биднийг ойлгохгүй,эсрэг үйл ажиллагаатай байна. Иймд биднийг дэмжиж тусалдаг бүх хүн, байгууллагуудтай ч мэдээллээ хуваалцаж, хамтран ажиллах шаардлага урган гарч байгаа юм. Энэ үүднээс Монголын эрүүл мэндийн ажилтны үйлдвэрчний эвлэлүүдийн холбоонд эмч миний бие улс орны Эрүүл мэндийн салбарын нэг болох Хүүхдийн Клиник Сувилалын хууль ёсны эрх зүйн акт болох 2001 оны ЭМС НЗД-ын хамтарсан тушаалыг хүчингүй болгоогүй , төр засгаас суурь өвчтэй 0-5 насны хүүхдийн талаар авч хэрэгжүүлж буй бодлогын асуудлыг хэрэгжүүлэх эхлэл суурь тавигдаж байхад нь Эрүүл мэнд, Боловсролын салбрын хооронд зувчуулж байгаа явдлыг эсэргүүцэн тэмцлийн шат дараалсан арга хэмжээ авч ажиллах , Х.К.С-ын эмч сувилагч бид эрх ашгаа хамгаалуулахаар монголын эрүүл мэндийн ажилтны үйлдвэрчний эвлэлийн холбоонд хандаж байна.Төр засгаас цэцэрлэгийн хүмүүжүүлэгч багшийн цалинг хүүхдийн насаар нь олгодог тогтолцоо манай улсын сургуулийн өмнөх боловсролд л байдаг. Бага насны хүүхэдтэй ажилладаг учраас бага цалин авна, бага санхүүжилттэй байна гэдэг үзэлтэй удирдлагууд байдаг байна. Гэтэл Японд цэцэрлэгийн хүмүүжүүлэгч багш нь машин авах цалинтай байдаг. Вьетнам, Солонгост болон бусад оронд цэцэрлэгийн хүмүүжүүлэгч багш нар хамгийн эмзэг , нялх хүүхдэд амьдралын хамгийн анхны энгийн зүйлийг сургаж хүмүүжүүлдэг, эдгээр хүүхэдтэй ажиллахад хамгийн их бэрхшээл тохиолддог гэж үнэлж дээд сургуулийн багшийн цалингаас дээгүүр авдаг учир хүүхдэд хариуцлагатай хандах , эцэг эхээс цэцэрлэгийн хүмүүжүүлэгч багшийг хүндэтгэх, халамжлах , хамтран ажиллах зэргээр хүмүүжүүлэгч багшид хандах хандлагад өөрчлөлт ордог байна.Гэтэл манай сувилал Б.З.Д-ийн хэмжээний суурь өвчтэй 2.5 хүртэлх насны хүүхдийг авч эмчилж,сувилангаа, СӨБ олгож байна. Энд маш их зөрүү байгааг ажиллаж байгаа эмч сувилагч бид мэднэ.Дэлхийн аливаа улс оронд хүүхдэд үзүүлж буй эрүүл мэндийн тусламж үйлчилгээний чанарын үзүүлэлт нь нялхасын эндэгдэл, 5 хүртэлх насны хүүхдийн нас баралт байдаг билээ. Монгол улсад Хүүхдийн Өвчний Цогц Менежмент (ХӨЦМ) хөтөлбөрийг хэрэгжүүлж 5 хүртэлх насны хүүхдийн эндэгдэл жил дараалан буурч байгаа боловч суурь өвчтэй хүүхдийг хавсарсан эмгэгүүдийн эмчлэн эрүүлжүүлэх тусламж үйлчилгээнд цогц байдлаар хамарч чаддаггүйгээс архаг хоол тэжээлийн дутагдал буурахгүй байгаа энэ үед Х.К.С хөгжиж чадаагүй, зөвхөн оршин тогтнож ирсэн байна.Монгол Улсын Засгийн газрын 2000 оны 188дугаар тогтоол, Эрүүл Мэндийн ,нийгмийн хамгаалалын сайдын 2000 оны 225 дугаар тушаал, Нийслэлийн иргэдийн төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 2001 оны 07дугаар тогтоолыг үндэслэн ” Нийслэлийн эрүүл мэндийн байгууллагуудын удирдлагын тогтолцоог боловсронгуй болгох тухай “Монгол улсын Э.М.С.Н.З.Д ын хамтарсан 2001 оны 96\197дугаар тушаалаар Н.Э.М.Г ын харьяа Х.К.С шинээр зохион байгуулагдсан.Бид энэ үеэс яслийн байранд суурь өвчтэй хүүхдээ өрхийн эмнэлгээсээ авч хоол ,сэргээн засах эмчилгээний үйл ажиллагааг зохион байгуулж дээр нь СӨБ олгож суурь өвчтэй 1,2-2,5 насны хүүхдэд үйлчилж 5 хүртэлх насны хүүхдийн эндэгдэл буурахад нөлөөлж ирсэн билээ. Энэ хууль тогтоомжийн дагуу 12 жил яваад хууль тогтоомж нь хэвээр байтал Боловсрол, Эрүүл мэнд хоёр сувилалаа дундаа хаяж ямар статустайг ойлгох удирдлага байхгүй болж эрүүл мэндийн даатгалын санхүүжилтийн ялгаварлаж гадуурхаснаас , нялх балчир суурь өвчтэй хүүхэд, байгууллагын олон жил ажилласан эмч сувилагч ажилчдыг авч хэлэлцэх газаргүй болсон мөртлөө биднээс эрүүл мэнд, боловсролын стандартыг зэрэг хэрэгжүүлэхийг шаардаж бид үйл ажиллагаагаа нийслэлийн боловсролын газраас удирдуулахад хүрээд байгаа ба бидний энэ өвөрмөц нийлмэл үйл ажиллагааг боловсролын багш буюу удирдлага маань удирдаж дүгнэж чадахгүй хөдөлмөрийн маргаан үүсэж эмнэлгийн ажилчдын эрх ашиг зөрчигдөж ажлын байран дээрх дарамт ихэссэн. Ажлын байран дээрх дарамт нь ихэвчлэн байгууллагын удирдлага,эмч, сувилагч хоорондын харилцаанаас үүсдэг ба сувилагч нарт давхар суурь өвчтэй хүүхдээ сувилах эрүүлжүүлэх дарамт учирч хөдөлмөрийн маргаан үүсэж байгаа учир МЭМАҮЭвлэлүүдийн холбоонд эмч сувилагч бид хандаж байна. Манай байгууллагын бүх ажилчид эмч сувилагч бид дарамт шахалт ихтэй байдаг ажлаасаа халагдах явдал энүүхэнд байдагийн эсрэг өөрсдийн эрх ашгийг хамгаалах эрхтэй билээ.Иймд МЭМАҮЭвлэлүүдийн Холбоо бидэнд тусална гэдэгт итгэж байна. Б.З.Д ХКС№40 их эмч Ц.Мягмарсүрэн    “11 11 ТӨВ” 2013-04-04 12:00",Гомдол
18778,"Sain bna uu?     Ene Oron Suuts Niitiin Aj ahuin Kontor huuli zurchuud bnaaa. Yu ve geheer Ulsiin burtgeliin Gerchilgeen deer zaasan meter Kvadrat n 40 baihad uursduu duraaraa 49 bolgoj ard irgedees udaan hugatsaand, tuhailbal manaihaas 9 meter kvadratiin une tulburiig iluu tootsoj avch zavshsan bna. Mun ene asuudliig dagaad ene baiguullagad Audit hiisen baiguullaga huuliin daguu ajillaagui yum uu esvel biye daasan, haraat bus baidlaa aldaj tuhain baiguullagad audit hiisen bna. Manaih UB, BGD-n 1-r khoroond bairlah ba Gan-Zam urguu (huuchnaar SIMS) OSNAAK hariutsan ajillaj baina. Tegeheer ene asuudliin anhaaraldaa avch  irged bidnii ulii tulultiig erguulen olgoj ugnu uu? Mun iim baiguullagad audit hiideg baiguullaga n orshin suugchidiin heleltsuuleg hiij demjigdsen baiguullaga baih shaardlagatai bna.",Гомдол
18789,"ХУДүүргийн 3-р хорооны 18-р сургуулийн урд грашуудыг 5 хоногийн дараа холдуулаа гэсэн захирамж гаргасан байна. ХУДүүрэг ардчилал ялж гарсан. Нэг барилгын компанийн эрх ашгийг бодож иргэдийг хохироож байгаа юм бэ? Бид грашаа хаана тавих вэ? Газар байхгүй, тэр өргөх краны мөнгө нь байхгүй яагаад ийм бодлогогүй шийдвэр гаргаж байгаа юм бэ?",Гомдол
18830,би төрийн байгууллагад ажилладаг. 2012 оны 06 сараас эхлэн төрхийн өмнөх амралтаа авсан ба энэ хугацаан дахь нийгмийн даатгалын шимтгэл төлөгдөөгүй тасарсан.энэ хугацаан дахь нийгмийн даатгалын шимтгэлээ хаана хандаж нөхөн төлүүлэх вэ?,Гомдол
18833,"Сайн байна уу. Би Сонгино хайрхан дүүргийн 25-р хорооны иргэн байна. Манай Зүүн салааны зам нэгэн компани 1 сарын гаруйн өмнөөс эхлэн засварлаж байгаа. Засварлахдаа өмнө байснаас нарийхан болгоод хоёр хажууд нь хашилт хийгээд байх юм. Машин гүйцэж түрүүлэхэд осолтой, мөн өвөл цас их ороод цасаар шуурвал 2 хашилтын дундуур цас дүүрээд гулсаад явж болохгүй юм болохнээ. Энэ замаа 2 эгнээтэй өргөн тавьж болдоггүй юм уу эсвэл 2 талын хашилтын авч хаясан нь дээр юм шиг, хэвтүүлж тавьдаг ч юм уу. Зарим хэсэгт нь замын хажуугаар нүх ухаад, хашилт хийгээд хашааруу орж болохгүй болгосон байна. Энэ асуудлыг нааштайгаар шийдвэрлэж өгнө үү.",Гомдол
18841,44 гаалийн газар ажлын цаг дуусаагүй байхад материал хүлээж авахгүй байна.15 цаг 30 минутанд ажлын цаг дууссан гээд гараад явчих юм.Иргэдэд их чирэгдэлтэй байна.,Гомдол
